0	1	1	1
0.001	1.00013	1.02599	0.999014
0.002	1.00052	1.05196	0.998056
0.003	1.00116	1.07792	0.997127
0.004	1.00205	1.10387	0.996226
0.005	1.00319	1.12983	0.995354
0.006	1.00458	1.1558	0.994512
0.007	1.00622	1.18178	0.993699
0.008	1.00809	1.20779	0.992915
0.009	1.01021	1.23382	0.992162
0.01	1.01256	1.25989	0.99144
0.011	1.01516	1.286	0.990748
0.012	1.01798	1.31215	0.990088
0.013	1.02104	1.33837	0.989459
0.014	1.02433	1.36464	0.988863
0.015	1.02784	1.39097	0.9883
0.016	1.03159	1.41738	0.987769
0.017	1.03556	1.44387	0.987273
0.018	1.03975	1.47045	0.986811
0.019	1.04417	1.49711	0.986384
0.02	1.04881	1.52387	0.985992
0.021	1.05367	1.55073	0.985637
0.022	1.05875	1.5777	0.985318
0.023	1.06405	1.60478	0.985036
0.024	1.06957	1.63198	0.984793
0.025	1.0753	1.65931	0.984588
0.026	1.08125	1.68676	0.984423
0.027	1.08741	1.71435	0.984299
0.028	1.09379	1.74209	0.984215
0.029	1.10038	1.76997	0.984173
0.03	1.10718	1.79801	0.984174
0.031	1.11419	1.8262	0.984218
0.032	1.12142	1.85456	0.984307
0.033	1.12885	1.88308	0.984441
0.034	1.1365	1.91179	0.984621
0.035	1.14436	1.94067	0.984848
0.036	1.15243	1.96974	0.985123
0.037	1.16071	1.999	0.985448
0.038	1.16919	2.02845	0.985822
0.039	1.17789	2.05811	0.986248
0.04	1.1868	2.08798	0.986726
0.041	1.19592	2.11806	0.987258
0.042	1.20524	2.14835	0.987843
0.043	1.21478	2.17887	0.988485
0.044	1.22452	2.20962	0.989184
0.045	1.23448	2.24061	0.98994
0.046	1.24465	2.27183	0.990756
0.047	1.25502	2.3033	0.991633
0.048	1.26561	2.33502	0.992572
0.049	1.27641	2.36699	0.993574
0.05	1.28742	2.39923	0.99464
0.051	1.29865	2.43173	0.995773
0.052	1.31009	2.4645	0.996974
0.053	1.32174	2.49756	0.998243
0.054	1.3336	2.53089	0.999583
0.055	1.34568	2.56451	1.001
0.056	1.35798	2.59843	1.00248
0.057	1.37049	2.63264	1.00404
0.058	1.38322	2.66716	1.00568
0.059	1.39617	2.70199	1.0074
0.06	1.40934	2.73713	1.0092
0.061	1.42273	2.77259	1.01108
0.062	1.43634	2.80838	1.01304
0.063	1.45017	2.8445	1.01509
0.064	1.46422	2.88096	1.01723
0.065	1.4785	2.91776	1.01946
0.066	1.49301	2.95491	1.02178
0.067	1.50774	2.99241	1.0242
0.068	1.5227	3.03027	1.02671
0.069	1.53789	3.06849	1.02932
0.07	1.55332	3.10709	1.03203
0.071	1.56897	3.14606	1.03485
0.072	1.58486	3.18541	1.03777
0.073	1.60098	3.22516	1.04079
0.074	1.61734	3.26529	1.04393
0.075	1.63394	3.30582	1.04718
0.076	1.65078	3.34676	1.05055
0.077	1.66786	3.3881	1.05403
0.078	1.68519	3.42987	1.05763
0.079	1.70275	3.47205	1.06136
0.08	1.72057	3.51467	1.06521
0.081	1.73864	3.55771	1.06919
0.082	1.75695	3.6012	1.07331
0.083	1.77552	3.64513	1.07756
0.084	1.79435	3.68951	1.08194
0.085	1.81343	3.73435	1.08647
0.086	1.83277	3.77966	1.09114
0.087	1.85237	3.82543	1.09596
0.088	1.87223	3.87168	1.10093
0.089	1.89236	3.91841	1.10606
0.09	1.91275	3.96563	1.11134
0.091	1.93341	4.01335	1.11678
0.092	1.95435	4.06156	1.12239
0.093	1.97556	4.11028	1.12817
0.094	1.99704	4.15951	1.13412
0.095	2.01881	4.20927	1.14025
0.096	2.04085	4.25955	1.14656
0.097	2.06318	4.31036	1.15305
0.098	2.0858	4.36171	1.15973
